Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Russian Federation,RUS,2017,Land area (sq. km),AG.LND.TOTL.K2,16376870
Russian Federation,RUS,2016,Land area (sq. km),AG.LND.TOTL.K2,16376870
Russian Federation,RUS,2015,Land area (sq. km),AG.LND.TOTL.K2,16376870
Russian Federation,RUS,2014,Land area (sq. km),AG.LND.TOTL.K2,16376870
Russian Federation,RUS,2013,Land area (sq. km),AG.LND.TOTL.K2,16376870
Russian Federation,RUS,2012,Land area (sq. km),AG.LND.TOTL.K2,16376870
Russian Federation,RUS,2011,Land area (sq. km),AG.LND.TOTL.K2,16376870
Russian Federation,RUS,2010,Land area (sq. km),AG.LND.TOTL.K2,16376870
Russian Federation,RUS,2009,Land area (sq. km),AG.LND.TOTL.K2,16376870
Russian Federation,RUS,2008,Land area (sq. km),AG.LND.TOTL.K2,16376870
Russian Federation,RUS,2007,Land area (sq. km),AG.LND.TOTL.K2,16377740
Russian Federation,RUS,2006,Land area (sq. km),AG.LND.TOTL.K2,16377740
Russian Federation,RUS,2005,Land area (sq. km),AG.LND.TOTL.K2,16381390
Russian Federation,RUS,2004,Land area (sq. km),AG.LND.TOTL.K2,16381230
Russian Federation,RUS,2003,Land area (sq. km),AG.LND.TOTL.K2,16380980
Russian Federation,RUS,2002,Land area (sq. km),AG.LND.TOTL.K2,16380940
Russian Federation,RUS,2001,Land area (sq. km),AG.LND.TOTL.K2,16380440
Russian Federation,RUS,2000,Land area (sq. km),AG.LND.TOTL.K2,16381340
Russian Federation,RUS,1999,Land area (sq. km),AG.LND.TOTL.K2,16388510
Russian Federation,RUS,1998,Land area (sq. km),AG.LND.TOTL.K2,16381300
Russian Federation,RUS,1997,Land area (sq. km),AG.LND.TOTL.K2,16378650
